Smiles,Tg/℃
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(I)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(I)=C3)C2=O,319
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(Cl)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(Cl)=C3)C2=O,336
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=CC=C5C(F)(F)F)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=CC=C8C(F)(F)F)=C3)C2=O,289
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=CC(C(F)(F)F)=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=CC(C(F)(F)F)=C8)=C3)C2=O,278
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=C(C6=CC=CC=C6)C=C5)C=C(N7C(C8=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C8C7=O)=O)C=C4)C(C9=CC=C(C%10=CC=CC=C%10)C=C9)=C3)C2=O,285
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=C(C)C=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=C(C)C=C8)=C3)C2=O,286
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC=C(C(F)(F)F)C=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC=C(C(F)(F)F)C=C8)=C3)C2=O,283
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)C=C(N6C(C7=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C7C6=O)=O)C=C4)C(C8=CC(C(F)(F)F)=CC(C(F)(F)F)=C8)=C3)C2=O,263
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C)=C3)C2=O,325
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(S([*])(=O)=O)=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,320
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,275
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,362
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,335
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,327
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,320
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,315
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(C#N)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(C#N)=C3)C2=O,331
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(Br)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(Br)=C3)C2=O,329
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC(C7=CC=C(N8C(C9=CC(C(OC%10=CC=C(C=CC=C%11)C%11=C%10C%12=C(OC([*])=O)C=CC%13=C%12C=CC=C%13)=O)=CC=C9C8=O)=O)C=C7)=O)C=CC%14=C6C=CC=C%14)=O)C=C3)C2=O,266.5
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC(C7=CC=C(N8C(C9=CC(C([*])=O)=CC=C9C8=O)=O)C=C7)=O)C=CC%10=C6C=CC=C%10)=O)C=C3)C2=O,273.5
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(C4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)=O)C=C3)C2=O,274
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)C=C3)C2=O,293
O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)C=C3)C2=O,285
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC(O[*])=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,253
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,279
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,273
O=C(C1=CC=C([*])C=C12)N(C3=CC(S(C4=CC=CC(N5C(C6=CC([*])=CC=C6C5=O)=O)=C4)(=O)=O)=CC=C3)C2=O,260
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=CC(N5C(C6=CC(O[*])=CC=C6C5=O)=O)=C4)=CC=C3)C2=O,205
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=CC(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)=C4)=CC=C3)C2=O,244
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=C(N5C(C6=CC(O[*])=CC=C6C5=O)=O)C=C4)=CC=C3)C2=O,219
O=C(C1=CC=C([*])C=C12)N(C3=CC(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C5=CC=C(OC6=CC=CC(N7C(C8=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C8C7=O)=O)=C6)C=C5)C=C4)=CC=C3)C2=O,224
O=C(C1=CC=C([*])C=C12)N(C3=CC(CC4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)=CC=C3)C2=O,232
O=C(C1=CC=C([*])C=C12)N(C3=CC(C)=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C=C3C)C2=O,379
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(S([*])(=O)=O)=CC=C5C4=O)=O)=C3)C2=O,310
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(O[*])=CC=C5C4=O)=O)=C3)C2=O,274
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(CC6=CC=CC(C([*])=O)=C6)=CC=C5C4=O)=O)=C3)C2=O,253
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)=C3)C2=O,297
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(C([*])=O)=CC=C5C4=O)=O)=C3)C2=O,294
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)=C3OC(C6=C(F)C(F)=C(F)C(F)=C6F)C7=C(F)C(F)=C(F)C(F)=C7F)C2=O,321.7
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC([Si](C)(C)[*])=CC=C5C4=O)=O)=C3)C2=O,263
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC([*])=CC=C5C4=O)=O)=C3)C2=O,329
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC7=CC=C(N8C(C9=CC(S[*])=CC=C9C8=O)=O)C=C7C(F)(F)F)C=CC%10=C6C=CC=C%10)C=C3)C2=O,273
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC7=CC=C(N8C(C9=CC(OC%10=CC=C(O[*])C=C%10)=CC=C9C8=O)=O)C=C7C(F)(F)F)C=CC%11=C6C=CC=C%11)C=C3)C2=O,256
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(F)(F)F)=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C=C3C(F)(F)F)C2=O,365
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(C4=CC=CC(N5C(C6=CC(O[*])=CC=C6C5=O)=O)=C4)=O)=CC=C3)C2=O,239
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(C4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)=O)=CC=C3)C2=O,264
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(C4=CC=CC(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)=C4)=O)=CC=C3)C2=O,257
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)=CC=C3)C2=O,282
O=C(C1=CC=C([*])C=C12)N(C3=CC(C(C4=CC=C(N5C(C6=CC(C([*])=O)=CC=C6C5=O)=O)C=C4)=O)=CC=C3)C2=O,277
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C=C(OC4=CC=C(C(C(F)(F)F)(C(F)(F)F)C(C=C5)=CC=C5OC6=CC(F)=C(N7C(C8=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C8C7=O)=O)C(F)=C6)C=C4)C=C3F)C2=O,224
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C(F)=C(N4C(C5=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C5C4=O)=O)C(F)=C3F)C2=O,371
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C(F)=C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)C(F)=C3F)C2=O,380
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C(F)=C(N4C(C5=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C5C4=O)=O)C(F)=C3F)C2=O,371
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C(F)=C(C4=C(F)C(F)=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C(F)=C4F)C(F)=C3F)C2=O,364
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C(F)=C(C4=C(F)C(F)=C(N5C(C6=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C6C5=O)=O)C(F)=C4F)C(F)=C3F)C2=O,385
O=C(C1=CC=C([*])C=C12)N(C3=C(F)C(F)=C(C4=C(F)C(F)=C(N5C(C6=CC(C([*])(C(F)(F)F)C(F)(F)F)=CC=C6C5=O)=O)C(F)=C4F)C(F)=C3F)C2=O,364
O=C(C1=CC(C2=O)=C(C(N2C)=O)C=C13)N(C4=CC=C(C5=C(C(F)(F)F)C=C([*])C=C5)C(C(F)(F)F)=C4)C3=O,400
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C=C13)N(C4=CC=C(OC5=CC=C(C(C)(C6=CC=C(OC7=CC=C([*])C=C7)C=C6)C)C=C5)C=C4)C3=O,283
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C=C13)N(C4=CC=C(OC5=CC=C([*])C=C5)C=C4)C3=O,400
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C=C13)N(C4=CC=C(C5=C(C)C=C([*])C=C5)C(C)=C4)C3=O,374
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C=C13)N(C4=CC=C(C5=C(C(F)(F)F)C=C([*])C=C5)C(C(F)(F)F)=C4)C3=O,400
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C=C13)N(C4=CC=C(C5=C(C(F)(F)F)C=C([*])C=C5)C(C(F)(F)F)=C4)C3=O,379
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C=C13)N(C(N(C4=O)C(C5=C4C=CC=C5)=O)C[*])C3=O,190
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C(C(F)(F)F)=C13)N(C4=CC=C(C5=C(C)C=C([*])C=C5)C(C)=C4)C3=O,373
O=C(C1=CC(C2=O)=C(C(N2[*])=O)C(C(F)(F)F)=C13)N(C4=CC=C(C5=C(C(F)(F)F)C=C([*])C=C5)C(C(F)(F)F)=C4)C3=O,373
O=C(C1=CC([*])=CC=C12)N(C3=CC(C(F)(F)F)=CC(N4C(C5=CC=C(OC6=CC=C(SC7=CC=C(O[*])C=C7)C=C6)C=C5C4=O)=O)=C3)C2=O,218
O=C(C1=C(F)C(F)=C([*])C(F)=C12)N(C3=CC=C(C4=C(C(F)(F)F)C=C(N5C(C6=C(F)C(OC7=C(F)C(F)=C(O[*])C(F)=C7F)=C(F)C(F)=C6C5=O)=O)C=C4)C(C(F)(F)F)=C3)C2=O,312
O=C(C1=C(F)C(F)=C([*])C(F)=C12)N(C3=C(F)C(F)=C(SC4=C(F)C(F)=C(N5C(C6=C(F)C(OC7=C(F)C(F)=C(O[*])C(F)=C7F)=C(F)C(F)=C6C5=O)=O)C(F)=C4F)C(F)=C3F)C2=O,278
O=C(C1=C(F)C(F)=C([*])C(F)=C12)N(C3=C(F)C(F)=C(OC4=C(F)C(F)=C(N5C(C6=C(F)C(OC7=C(F)C(F)=C(O[*])C(F)=C7F)=C(F)C(F)=C6C5=O)=O)C(F)=C4F)C(F)=C3F)C2=O,300
O=C(C1=C(F)C(F)=C([*])C(F)=C12)N(C3=C(F)C(F)=C(F)C(N4C(C5=C(F)C(OC6=C(F)C(F)=C(O[*])C(F)=C6F)=C(F)C(F)=C5C4=O)=O)=C3F)C2=O,309
O=C(C1=C(C2=O)C=C(OC3=CC=C(C(C4=CC=C(O[*])C=C4)(C(F)(F)F)C(F)(F)F)C=C3)C=C1)N2CCCCN5C(C6=CC=C([*])C=C6C5=O)=O,180
O=C(C1=C(C2=O)C=C(OC3=CC=C(C(C4=CC=C(O[*])C=C4)(C(F)(F)F)C(F)(F)F)C=C3)C=C1)N2C(C=C5)=CC=C5OC(C=C6)=CC=C6N7C(C8=CC=C([*])C=C8C7=O)=O,196
O=C(C1=C(C2=O)C=C(OC3=CC=C(C(C4=CC=C(O[*])C=C4)(C(F)(F)F)C(F)(F)F)C=C3)C=C1)N2C(C=C5)=CC=C5CC(C=C6)=CC=C6N7C(C8=CC=CC([*])=C8C7=O)=O,224
O=C(C1=C(C2=O)C=C(OC3=CC=C(C(C4=CC=C(O[*])C=C4)(C(F)(F)F)C(F)(F)F)C=C3)C=C1)N2C(C=C5)=CC=C5CC(C=C6)=CC=C6N7C(C8=CC=C([*])C=C8C7=O)=O,230
O=C(C1=C(C2=O)C(OC3=CC=C(O[*])C=C3)=CC=C1)N2C(C=C4)=CC=C4OC(C=C5)=CC=C5N6C(C7=CC=CC([*])=C7C6=O)=O,237
O=C(C1=C(C2=O)C(OC3=CC=C(C(C4=CC=C(O[*])C=C4)(C(F)(F)F)C(F)(F)F)C=C3)=CC=C1)N2C(C=C5)=CC=C5OC(C=C6)=CC=C6N7C(C8=CC=CC([*])=C8C7=O)=O,226
O=C(C1=C(C(F)(F)F)C(C2=O)=C(C(N2[*])=O)C(C(F)(F)F)=C13)N(C4=CC=C(C5=C(C)C=C([*])C=C5)C(C)=C4)C3=O,385
O=C(C1=C(C(F)(F)F)C(C2=O)=C(C(N2[*])=O)C(C(F)(F)F)=C13)N(C4=CC=C(C5=C(C(F)(F)F)C=C([*])C=C5)C(C(F)(F)F)=C4)C3=O,304
Cc1ccc(Cc2ccc(-n3c(=O)c4c(cc5c(c(=O)n(C)c5=O)c4)c3=O)cc2)cc1,339
c12c(ccc(S(c3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)(=O)=O)c1)C(=O)N(C)C2=O,335
c12c(ccc(Oc3cccc(-c4cc5c(cc4)C(=O)N(c4cccc(C)c4)C5=O)c3)c1)C(=O)N(C)C2=O,224
c12c(ccc(Oc3cccc(-c4cc5c(cc4)C(=O)N(c4ccc(Oc6ccc(C)cc6)cc4)C5=O)c3)c1)C(=O)N(C)C2=O,215
c12c(ccc(Oc3ccc(-c4cc5c(cc4)C(=O)N(c4cccc(C)c4)C5=O)cc3)c1)C(=O)N(C)C2=O,255
c12c(ccc(Oc3ccc(-c4cc5c(cc4)C(=O)N(c4ccc(Oc6ccc(C)cc6)cc4)C5=O)cc3)c1)C(=O)N(C)C2=O,232
c12c(ccc(Oc3ccc(C(C)(c4ccc(Oc5cc6c(cc5)C(=O)N(c5ccccc5C)C6=O)cc4)C)cc3)c1)C(=O)N(C)C2=O,215
c12c(ccc(Oc3ccc(C(C)(c4ccc(Oc5cc6c(cc5)C(=O)N(c5ccc(Oc7ccc(C)cc7)cc5)C6=O)cc4)C)cc3)c1)C(=O)N(C)C2=O,214
c12c(ccc(Oc3ccc(C(C)(c4ccc(Oc5cc6c(cc5)C(=O)N(c5ccc(-c7ccc(C)cc7)cc5)C6=O)cc4)C)cc3)c1)C(=O)N(C)C2=O,215
c12c(ccc(Oc3ccc(C(C)(c4ccc(Oc5cc6c(cc5)C(=O)N(c5ccc(C)cc5)C6=O)cc4)C)cc3)c1)C(=O)N(C)C2=O,225
c12c(ccc(Oc3cc4c(cc3)C(=O)N(c3cccc(C)c3)C4=O)c1)C(=O)N(C)C2=O,313
c12c(ccc(Oc3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)c1)C(=O)N(C)C2=O,272
c12c(ccc(Oc3cc4c(cc3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)c1)C(=O)N(C)C2=O,275
c12c(ccc(Oc3cc4c(cc3)C(=O)N(c3ccc(-c5ccc(C)cc5)cc3)C4=O)c1)C(=O)N(C)C2=O,341
c12c(ccc(Oc3cc4c(cc3)C(=O)N(c3ccc(C)cc3)C4=O)c1)C(=O)N(C)C2=O,342
c12c(ccc(Oc3cc4c(cc3)C(=O)N(c3ccc(C(c5ccc(C)cc5)=O)cc3)C4=O)c1)C(=O)N(C)C2=O,280
c12c(ccc(-c3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)c1)C(=O)N(C)C2=O,285
c12c(ccc(-c3cc4c(cc3)C(=O)N(c3ccc(C)cc3)C4=O)c1)C(=O)N(C)C2=O,510
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3cccc(C)c3)C4=O)=O)c1)C(=O)N(C)C2=O,300
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3cccc(C)c3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,303
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)=O)c1)C(=O)N(C)C2=O,293
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,285
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)=O)c1)C(=O)N(C)C2=O,296
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,290
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(-c5ccc(C)cc5)cc3)C4=O)=O)c1)C(=O)N(C)C2=O,337
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(-c5ccc(C)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,337
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(C)cc3)C4=O)=O)c1)C(=O)N(C)C2=O,353
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(C)cc3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,339
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(C(c5ccc(C)cc5)=O)cc3)C4=O)=O)c1)C(=O)N(C)C2=O,288
c12c(ccc(C(c3cc4c(cc3)C(=O)N(c3ccc(C(c5ccc(C)cc5)=O)cc3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,311
c12c(ccc([Si](c3cc4c(cc3)C(=O)N(c3ccc(Oc5ccc(C)cc5)cc3)C4=O)(C)C)c1)C(=O)N(C)C2=O,274
c12c(ccc([Si](c3cc4c(cc3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)(C)C)c1)C(=O)N(C)C2=O,280
C1(=O)c2c(ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(C)cc3)C4=O)c2)C(=O)N1C,342
C1(=O)c2c(ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(C)cc3)C4=O)=O)c2)C(=O)N1C,333
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3cccc(C)c3)c1=O)c2,442
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3ccc(Oc4ccc(C)cc4)cc3)c1=O)c2,402
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3ccc(Oc4ccc(C)cc4)cc3)c1=O)c2,399
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3ccc(-c4ccc(C)cc4)cc3)c1=O)c2,577
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3ccc(C)cc3)c1=O)c2,702
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3ccc(C(c4ccc(C)cc4)=O)cc3)c1=O)c2,412
c1(=O)c2c(c(=O)n1C)cc1c(c(=O)n(-c3ccc(C(c4ccc(C)cc4)=O)cc3)c1=O)c2,412
[*]C1=CC=C(OC2=CC=C(C=C2)OC3=CC=C(N4C(C(C5=C6C(N([*])C5=O)=O)=C(C=C6)C4=O)=O)C=C3)C=C1,292
[*]C1=CC=C(OC2=CC=C(C=C2)OC3=CC=C(N4C(C(C=C(C(N5[*])=O)C(C5=O)=C6)=C6C4=O)=O)C=C3)C=C1,272
[*]C1=CC=C(C2=O)C(C(N2C3=CC=CC(S(C4=CC=CC(N5C(C6=CC=C(O[*])C=C6C5=O)=O)=C4)(=O)=O)=C3)=O)=C1,253
[*]C1=CC=C(C2=O)C(C(N2C3=CC=CC(C(C4=CC=CC(N5C(C6=CC=C(O[*])C=C6C5=O)=O)=C4)=O)=C3)=O)=C1,235
[*]C1=CC=C(C2=O)C(C(N2C3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C=C3)=O)=C1,269
[*]C(C=C1)=CC(OC(F)(F)F)=C1C2=CC=C(N3C(C4=CC(C5=O)=C(C(N5[*])=O)C=C4C3=O)=O)C=C2OC(F)(F)F,363
